Billing Cycle,Enterprise Project,Enterprise Project ID,Account Name,Service Type Code,Service Type,Resource Type Code,Resource Type,Product ID,Billing Mode,Bill Type,Resource ID,Resource Name,Resource Tag,SKU Code,Resource Specifications,Region Code,Region,AZ,Usage Type Code,Usage Type,Unit Price (USD),Unit,Usage,Usage Unit,Package Usage,Usage Type in Reserved Instances,List Price (USD),Discount (USD),Amount (USD),Cash Payment (USD),Credit Payment (USD),Cash Coupon Used (USD),Arrears (USD),Written Off (USD)
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","8467b21b-f5a2-4dd3-920e-637661755ac9","TCP_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|1100GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","19.80000000","7.92000000","11.85","0.00","11.85","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","a8a51ab1-fc9c-4e7c-ac6f-11b43848b59c","S4HANA_DATA","","SAS","High IO|400GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","596239","Second",--,"0","6.62487775","2.64995110","3.30","0.00","3.30","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.vpnconnection","VPN","00301-36680-0--0","Pay-per-Use","Expenditure-use","d4cc6378-325e-4ad2-b34e-5ce380fb3b46","","",--,"IPSEC","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00820000","Dollar/1Hour","6399","Second",--,"0","0.01457549","0.00510142","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","c5f30f0e-44b5-4452-aedd-f1296a9aac42","default","","vault.backup.server.normal","Cloud Server Backup Vault|1000GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","298800","Second",--,"0","4.15000000","1.66000000","2.49","0.00","2.49","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ec2","Elastic Cloud Server","hws.resource.type.vm","Cloud Host","00301-37241-0--0","Pay-per-Use","Expenditure-use","247f2dfd-4768-4018-8a6e-cb419feee119","S4HANADB","","e3.7xlarge.12.linux","Large Memory|e3.7xlarge.12|28vCPUs|348GB|linux","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","3.29000000","Dollar/1Hour","35845","Second",--,"0","32.75834717","13.10333890","19.54","0.00","19.54","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.ip","Elastic IP Address","00301-01072-0--0","Pay-per-Use","Expenditure-use","2f551c16-d5b4-438f-81b6-8a7a85d43c30","119.8.119.79","","5_bgp","Dynamic BGP Elastic IP","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00900000","Dollar/1Hour","108598","Second",--,"0","0.27149500","0.09502325","0.17","0.00","0.17","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","d699e6a2-fa7f-48f5-87fe-4ac2567c4929","PAS_SBV","","vault.backup.server.normal","Cloud Server Backup Vault|840GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","15.12000000","6.04800000","9.00","0.00","9.00","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.ces","Cloud Eye","hws.resource.type.ces.alarm","Cloud Eye Alarm","00301-19080-0--0","Pay-per-Use","Expenditure-use","7763ba83a0de48c5920a45fff32f78ae_function_alarm_num","","","FunctionAlarmNum","Function Alarm Num","ap-southeast-1","AP-Hong Kong",--,"alarm.count","count","0.00000000","Dollar/1PCS","720","PCS",--,"0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.ebs","Elastic Volume Service","hws.resource.type.volume","Elastic Volume Service","00301-34963-0--0","Pay-per-Use","Expenditure-use","72f2a3c1-7800-4b1e-8987-e0da87a62cbb","S4APP_HANA_SHARED","","SAS","High IO|50GB","ap-southeast-2","AP-Bangkok",--,"Duration","Duration","0.00010000","Dollar/1Hour","1513772","Second",--,"0","2.10246111","0.84098445","1.22","0.00","1.22","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-103320-0--0","Pay-per-Use","Expenditure-use","45023d69-ee0e-47cd-8a84-d90d28cb5355","Daily_Policy","","vault.backup.server.normal","Cloud Server Backup Vault|1250GB","ap-southeast-1","AP-Hong Kong",--,"duration","Duration","0.00005000","Dollar/1Hour","1296000","Second",--,"0","22.50000000","9.00000000","13.50","0.00","13.50","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.vpc","Virtual Private Cloud","hws.resource.type.ip","Elastic IP Address","00301-34662-0--0","Pay-per-Use","Expenditure-use","c379908e-2b0d-41aa-bcbb-97459440cc7b","159.138.235.242","","5_bgp","Dynamic BGP Elastic IP","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00500000","Dollar/1Hour","204","Second",--,"0","0.00028333","0.00009917","0.00","0.00","0.00","0.00","0.00","0.00"
"Jun 2020","default","0","VanguardMyanmar","hws.service.type.cbr","Cloud Backup and Recovery","hws.resource.type.cbr.vault","Vault","00301-102373-0--0","Pay-per-Use","Expenditure-use","c5f30f0e-44b5-4452-aedd-f1296a9aac42","default","","vault.backup.server.normal","Cloud Server Backup Vault|620GB","ap-southeast-2","AP-Bangkok",--,"duration","Duration","0.00005000","Dollar/1Hour","540000","Second",--,"0","4.65000000","1.86000000","2.75","0.00","2.75","0.00","0.00","0.00"
"Jun 2020","Non-project",--,"VanguardMyanmar","hws.service.type.obs","Object Storage Service","hws.resource.type.obs","Cloud Storage","00301-06018-0--0","Pay-per-Use","Expenditure-use","vgm-cts-hkk","","Service:CloudTrace;",--,"Object Storage Service","ap-southeast-1","AP-Hong Kong",--,"get","Get_Standard Storage","0.00010000","Dollar/1,000PCS","0","PCS","475","0","0.00000000","0.00000000","0.00","0.00","0.00","0.00","0.00","0.00"
